STA_SEQ,WaterbodyName,Description,ylat,xlong,munName,subBasin,adbSegID,stationsCommentTxt,lastUpdateDate
16922,North Brook,Parallel to Ashpotag Rd 500 M US Rte 44,42.0097,-73.2181,NORFOLK,6100,Needs,Initial Site Number=4085 or alias of =4085//site comments:Stream Survey Site,12/21/2021
16923,North Kent Brook,75 M DS confluence with Major trib off dirt rd,41.772,-73.4403,KENT,6000,Needs,Initial Site Number=4101 or alias of =4101//site comments:Stream Survey Site,12/21/2021
16924,Northfield Brook,200 M US Flood Control Impoundment,41.6864,-73.0925,THOMASTON,6909,CT6909-00_02,Initial Site Number=4053 or alias of =4053//site comments:Stream Survey Site,12/21/2021
16925,Norwalk River,PARALLEL TO RTE 7 AT TOWN LINE,41.1831,-73.4217,WILTON,7300,Needs,Initial Site Number=2076 or alias of =2076//site comments:Stream Survey Site,12/21/2021
16926,Norwichtown Brook,US of case street parallel to medical center,41.5525,-72.1047,NORWICH,3900,Needs,Initial Site Number=5200 or alias of =5200//site comments:Stream Survey Site,10/5/2021
16927,Notch Hill Brook,upstream of valley road off rte 22 near gas line,41.3172,-72.7572,NORTH BRANFORD,5111,Needs,Initial Site Number=2127 or alias of =2127//site comments:Stream Survey Site,12/21/2021
16928,Obwebetuck Brook,US of rte 32,41.6911,-72.1806,WINDHAM,3800,CT3800-02_01,Initial Site Number=5133 or alias of =5133//site comments:Stream Survey Site,10/5/2021
16929,Ocain Brook,In Cow Field at power line off Rte 63,41.8964,-73.2653,GOSHEN,6200,Needs,Initial Site Number=4087 or alias of =4087//site comments:Stream Survey Site,12/21/2021
16930,Oil Mill Brook,50 M US I95 at intersection of 95 north and oil mill rd,41.375558,-72.190655,WATERFORD,2203,CT2203-00_02,Initial Site Number=5017 or alias of =5017//site comments:Stream Survey Site,12/27/2021
16931,Oil Mill Brook,from head of tide US to first dam (trout only sample) Gurley Road,41.3731,-72.1915,EAST LYME,2203,CT2203-00_01,"Initial Site Number=5215 or alias of =5215//site comments:Stream Survey Site, USGS Chloride site",11/12/2015
16932,Old Stone Mill Brook,US of potash hill rd,41.62,-72.0383,LISBON,3805,Needs,Initial Site Number=5098 or alias of =5098//site comments:Stream Survey Site,3/12/2010
16933,Owens Brook,"Parallel to Owens Bk Rd, 0.25 miles from JCTRte 10",41.8878,-72.8039,SIMSBURY,4300,CT4300-39_01,Initial Site Number=137 or alias of =137//site comments:Stream Survey Site,12/27/2021
16934,Oxoboxo Brook,ds 50 m from oxoboxo dam rd,41.4831,-72.1905,MONTVILLE,3004,Needs,Initial Site Number=5072 or alias of =5072//site comments:Stream Survey Site,3/12/2010
16935,Pachaug River,US of Route 138 at Dam,41.5725,-71.873,VOLUNTOWN,3600,Needs,Initial Site Number=5029 or alias of =5029//site comments:Stream Survey Site,3/12/2010
16936,Pachaug River,DS Shetucket Tpke,41.5867,-71.8353,VOLUNTOWN,3600,CT3600-00_05,Initial Site Number=5205 or alias of =5205//site comments:Stream Survey Site,11/19/2015
16937,Padanaram Brook,West of Padanaram rd 100 M US Rte 37,41.4247,-73.4747,DANBURY,6603,Needs,Initial Site Number=3020 or alias of =3020//site comments:Stream Survey Site,12/21/2021
16938,South Branch Park River,DS Newfield Ave overpass,41.7339,-72.7117,HARTFORD,4400,Needs,Initial Site Number=4 or alias of =4//site comments:Stream Survey Site,3/15/2012
16939,Parmalee Brook,40 M DS Sawmill Rd,41.4542,-72.7011,DURHAM,4607,CT4607-05_01,Initial Site Number=1071 or alias of =1071//site comments:Stream Survey Site,12/21/2021
16940,Pattaconk Brook,DS of Wooden Bridge DS Pattaconk Reservoir,41.4078,-72.5219,CHESTER,4017,Needs,Initial Site Number=1050 or alias of =1050//site comments:Stream Survey Site,12/21/2021
16941,Pattagansett River,15 m US 95 crossing at dirt driveway,41.3579,-72.2157,EAST LYME,2205,Needs,Initial Site Number=5118 or alias of =5118//site comments:Stream Survey Site,3/12/2010
16942,Patten Brook,south of access rd off stafford rd,42.0028,-72.3825,STAFFORD,3101,Needs,Initial Site Number=6123 or alias of =6123//site comments:Stream Survey Site,12/21/2021
16943,Pawcatuck River,DS of factory dam 600 M North of rte 1,41.3847,-71.833,STONINGTON,1000,Needs,Initial Site Number=5090 or alias of =5090//site comments:Stream Survey Site,3/12/2010
16944,Peake Brook,US of peake brook rd,41.9303,-71.9433,WOODSTOCK,3708,CT3708-14_01,Initial Site Number=6114 or alias of =6114//site comments:Stream Survey Site; Site is on upstream side of road crossing.,12/21/2021
16945,Pease Brook,1500 m DS Hoxie brook confluence,41.595,-72.1922,LEBANON,3905,Needs,Initial Site Number=5053 or alias of =5053//site comments:Stream Survey Site,3/12/2010
16946,Pease Brook,At powerline DS of Goshen Hill rd,41.6175,-72.2208,LEBANON,3905,Needs,Initial Site Number=5073 or alias of =5073//site comments:Stream Survey Site,3/12/2010
16947,Peck Brook,US of Hanover rd,41.6769,-72.0492,CANTERBURY,3805,Needs,Initial Site Number=5143 or alias of =5143//site comments:Stream Survey Site,3/12/2010
16948,Pequabuck River,TBD,41.6897,-72.8586,PLAINVILLE,4315,Needs,Initial Site Number=47 or alias of =47//site comments:Stream Survey Site,12/21/2021
16949,Pequabuck River,Rockwell Park,41.6708,-72.9669,BRISTOL,4315,CT4315-00_05,"Initial Site Number=2155 or alias of =2155, 4222//site comments:Stream Survey Site",12/21/2021
16950,Pequabuck River,US Northwest Rd,41.68972,-72.85861,PLAINVILLE,4315,Needs,Initial Site Number=2156 or alias of =2156//site comments:Stream Survey Site,12/21/2021
16951,Pequabuck River,US of Central St,41.6731,-72.8994,BRISTOL,4315,CT4315-00_02,Initial Site Number=2157 or alias of =2157//site comments:Stream Survey Site,12/21/2021
16952,Pequabuck River,at Quinlan Veteran's Park,41.6728,-72.9006,BRISTOL,4315,CT4315-00_02,Initial Site Number=4181 or alias of =4181//site comments:Stream Survey Site,12/21/2021
16953,Pequabuck River,TBD,41.675,-72.958,BRISTOL,4315,CT4315-00_05,Initial Site Number=4182 or alias of =4182//site comments:Stream Survey Site,12/21/2021
16955,Pequabuck River,US of old dam site above washington st,41.6714,-72.8767,PLAINVILLE,4315,CT4315-00_02,Initial Site Number=5244 or alias of =5244//site comments:Stream Survey Site,1/24/2018
16956,Pequabuck River,DOT property above washington st above site 5244,41.6719,-72.8789,PLAINVILLE,4315,CT4315-00_02,Initial Site Number=5245 or alias of =5245//site comments:Stream Survey Site,1/24/2018
16957,Pequabuck River,DOT property above washington st above site 5245 heavy erosion,41.6725,-72.8786,PLAINVILLE,4315,CT4315-00_02,Initial Site Number=5246 or alias of =5246//site comments:Stream Survey Site,1/24/2018
16958,Pequonnock River,Meadow Section of Trumbull Basin Park,41.26,-73.2136,TRUMBULL,7105,CT7105-00_03,Initial Site Number=2160 or alias of =2160//site comments:Stream Survey Site; reconcile this station with 16959 and see if both are needed. WT 1242018,12/21/2021
16959,Pequonnock River,Top of meadow in Trumbull Basin Park,41.2603,-73.2133,TRUMBULL,7105,CT7105-00_03,Initial Site Number=2162 or alias of =2162//site comments:Stream Survey Site; Reconcile with 16958 and see if both are needed. WT 1242018,12/21/2021
16960,Pequotsepos Brook,DS of Coogan blvd,41.3719,-71.9486,STONINGTON,2000,Needs,Initial Site Number=5157 or alias of =5157//site comments:Stream Survey Site,10/5/2021
16961,Phelps Brook,50 M US mill dam on MDC property,41.7936,-72.9958,BURLINGTON,4310,CT4310-12_01,Initial Site Number=125 or alias of =125//site comments:Stream Survey Site,12/21/2021
16962,Phelps Brook,USGS 01187830 at Mill Dam Road Near Collinsville,41.799811,-72.964813,BURLINGTON,4310,CT4310-12_01,"Initial Site Number=132 or alias of =132//site comments:Stream Survey Site; USGS 01187830: Phelps Brook at Mill Dam Road near Collinsville, CT",12/27/2021
16963,Phelps Brook,US of rte 2 to dam at hewitt pond,41.4672,-71.9144,NORTH STONINGTON,1004,Needs,Initial Site Number=5152 or alias of =5152//site comments:Stream Survey Site,10/5/2021
16964,Philo Brook,DS Russell Rd bridge,42.0044,-72.6605,SUFFIELD,4101,Needs,Initial Site Number=168 or alias of =168//site comments:Stream Survey Site,12/21/2021
16965,Pickett Brook,100 M US Rte 8,41.7608,-73.113,HARWINTON,6900,CT6900-08_01,Initial Site Number=4142 or alias of =4142//site comments:Stream Survey Site,12/27/2021
16966,Pigeon Swamp Brook,DS of rte 32,41.6775,-72.1667,WINDHAM,3800,Needs,Initial Site Number=5135 or alias of =5135//site comments:Stream Survey Site,10/5/2021
16967,Pine Brook,West side of Cato Corner Rd.,41.5736,-72.3958,COLCHESTER,4704,CT4704-00,Initial Site Number=1026 or alias of =1026//site comments:Stream Survey Site,12/21/2021
16968,Pine Brook,Off Chestnut Hill Rd through septage lagoons,41.5425,-72.528,EAST HAMPTON,4709,CT4709-00_02,Initial Site Number=1031 or alias of =1031//site comments:Stream Survey Site,12/21/2021
16969,"Pine Swamp Brook, tributary to",US of 108 christie hill rd,41.4245,-72.0758,LEDYARD,3000,Needs,Initial Site Number=5161 or alias of =5161//site comments:Stream Survey Site,3/12/2010
16970,Pinewood Lake Outflow,Ds of Franklin St in Twin Brooks Park,41.2462,-73.1813,TRUMBULL,7104,Needs,Initial Site Number=2031 or alias of =2031//site comments:Stream Survey Site,12/21/2021
16971,Piper Brook,US Willard Ave bridge,41.7122,-72.7369,NEWINGTON,4402,Needs,Initial Site Number=5 or alias of =5//site comments:Stream Survey Site,12/21/2021
16972,Pitch Brook,300 M US Pitch Reservoir,41.7067,-73.1619,MORRIS,6910,CT6910-03_01,Initial Site Number=3105 or alias of =3105//site comments:Stream Survey Site,12/21/2021
16973,Podunk River,DS King Rd near Rte 291,41.805,-72.6211,SOUTH WINDSOR,4004,Needs,Initial Site Number=1085 or alias of =1085//site comments:Stream Survey Site,12/21/2021
16974,Pogond Brook,Parallel and US of Old Bethel Rd,41.412,-73.366,NEWTOWN,6018,CT6018-02,Initial Site Number=3146 or alias of =3146//site comments:Stream Survey Site,12/21/2021
16975,Pole Bridge Brook,Between Rte 84 and Riverside Rd,41.4281,-73.2544,NEWTOWN,6000,Needs,Initial Site Number=3125 or alias of =3125//site comments:Stream Survey Site,12/21/2021
16976,Polly Brook,100 m south of lakes pond road,41.4039,-72.1842,WATERFORD,2203,Needs,Initial Site Number=5150 or alias of =5150//site comments:Stream Survey Site,3/12/2010
16977,Polly Brook,200 m above yantic river confluence,41.5731,-72.2014,BOZRAH,3900,Needs,Initial Site Number=5171 or alias of =5171//site comments:Stream Survey Site,3/12/2010
16978,Pond Brook,Parallel to Pond Brook Rd,41.4422,-73.3469,NEWTOWN,6018,Needs,Initial Site Number=4174 or alias of =4174//site comments:Stream Survey Site,12/21/2021
16979,Pond Mountain Brook,DS Pond Mountain Rd,41.7678,-73.4805,KENT,6015,Needs,Initial Site Number=4097 or alias of =4097//site comments:Stream Survey Site,12/21/2021
16980,Ponset Brook,Off Dish Mill Rd,41.4797,-72.5578,HADDAM,4014,CT4014-03_02,Initial Site Number=1048 or alias of =1048//site comments:Stream Survey Site,12/21/2021
16981,Pootatuck River,In Game Club Property end of access rd.,41.3931,-73.2683,NEWTOWN,6020,Needs,Initial Site Number=3008 or alias of =3008//site comments:Stream Survey Site,12/21/2021
16982,Poquetanuck Brook,US of head of tide,41.4872,-72.0425,PRESTON,3003,Needs,Initial Site Number=5024 or alias of =5024//site comments:Stream Survey Site,3/12/2010
16983,Pumkin Ground Brook,100 M DS Chapel St Bridge,41.2322,-73.1244,STRATFORD,6026,Needs,Initial Site Number=3001 or alias of =3001//site comments:Stream Survey Site,12/21/2021
16984,Purchase Brook,Parallel to Little York Rd 100 M US parking lot,41.4686,-73.2911,SOUTHBURY,6000,CT6000-48_01,Initial Site Number=3097 or alias of =3097//site comments:Stream Survey Site,12/21/2021
16985,Quandock Brook,US of rte 12,41.7633,-71.9003,KILLINGLY,3700,3700-28-1-L3,Initial Site Number=6108 or alias of =6108//site comments:Stream Survey Site,12/27/2021
16986,Quanduck Brook,US Gibson Hill Road,41.7306,-71.8028,STERLING,3501,Needs,Initial Site Number=6028 or alias of =6028//site comments:Stream Survey Site,12/21/2021
16987,Quanduck Brook,Adjacent to Transfer Station,41.8028,-71.7997,KILLINGLY,3501,CT3501-00,Initial Site Number=6082 or alias of =6082//site comments:Stream Survey Site,12/21/2021
16988,Quinebaug River,350 m DS confluence with Moosup River,41.7292,-71.935,PLAINFIELD,3700,Needs,Initial Site Number=5035 or alias of =5035//site comments:Stream Survey Site,3/12/2010
16989,Quinebaug River,150 m US confluence with Choate Brook,41.5564,-72.0167,LISBON,3700,Needs,Initial Site Number=5086 or alias of =5086//site comments:Stream Survey Site,3/12/2010
16990,Quinebaug River,250 m below STP access road parallel to I395,41.9,-71.9022,PUTNAM,3700,Needs,Initial Site Number=6104 or alias of =6104//site comments:Stream Survey Site,12/21/2021
16991,Quinebaug River Trib.,Downstream of Route 169,41.7103,-71.9697,CANTERBURY,3700,Needs,Initial Site Number=6119 or alias of =6119//site comments:Stream Survey Site,12/21/2021
16992,Quinnipiac River,Adjacent to Route 70 below island,41.5283,-72.8467,MERIDEN,5200,CT5200-00_03,Initial Site Number=4211 or alias of =4211//site comments:Stream Survey Site,12/21/2021
16993,Quinnipiac River,400 meters below RTE 150,41.4556,-72.8387,WALLINGFORD,5200,Needs,Initial Site Number=5212 or alias of =5212//site comments:Stream Survey Site,3/12/2010
16994,Race Brook,DS of Rte 15,41.3058,-73.0139,ORANGE,5307,Needs,Initial Site Number=2123 or alias of =2123//site comments:Stream Survey Site,12/21/2021
16995,Railroad Brook,US tankerhoosen river DS Bread and Milk Road,41.827722,-72.448279,VERNON,4503,CT4503-04_01,Initial Site Number=5234 or alias of =5234//site comments:Stream Survey Site,12/27/2021
16996,Ratlum Brook,DS of 2nd road crossing on Ratlum Bk Rd.,41.8928,-72.9383,CANTON,4308,Needs,Initial Site Number=74 or alias of =74//site comments:Stream Survey Site,12/21/2021
16997,Raven Brook,DS of Woodlawn Rd,41.2131,-73.1228,STRATFORD,6000,CT6000-84,Initial Site Number=3118 or alias of =3118//site comments:Stream Survey Site,12/21/2021
16998,Raymond Brook,DS Rte 85 Bridge,41.6369,-72.3461,HEBRON,4701,CT4701-00_01,Initial Site Number=1023 or alias of =1023//site comments:Stream Survey Site,12/21/2021
16999,Raymond Brook,DS Grayville Rd,41.6128,-72.3681,HEBRON,4701,CT4701-00_01,Initial Site Number=1092 or alias of =1092//site comments:Stream Survey Site,12/21/2021
17000,Red Brook,US of wells rd,41.3908,-71.973,GROTON,2105,Needs,Initial Site Number=5109 or alias of =5109//site comments:Stream Survey Site,3/12/2010
17001,Reed Brook,US Wickwire Rd,41.9125,-73.3405,CORNWALL,6000,Needs,Initial Site Number=4061 or alias of =4061//site comments:Stream Survey Site,12/21/2021
17002,Reservoir Brook,E of Portland Reservoir In SF at Mulford Rd,41.619,-72.553,PORTLAND,4011,Needs,Initial Site Number=1019 or alias of =1019//site comments:Stream Survey Site; same as station error reservoir brook 6491,12/21/2021
17003,Roaring Brook,MDC property. Above access road to Wier,41.7831,-72.8886,AVON,4312,CT4312-00_02,Initial Site Number=35 or alias of =35//site comments:Stream Survey Site,12/21/2021
17004,Roaring Brook,50 M US Cold Bk Rd DS of MDC Pump Reservoir,41.6739,-72.5578,GLASTONBURY,4009,Needs,Initial Site Number=1018 or alias of =1018//site comments:Stream Survey Site,12/21/2021
17005,Roaring Brook,30 M DS Rte 82,41.4219,-72.4044,LYME,4016,CT4016-01_01,Initial Site Number=1037 or alias of =1037//site comments:Stream Survey Site,12/21/2021
17006,Roaring Brook,Old Coop Sawmill Rd,41.7153,-72.5061,GLASTONBURY,4009,CT4009-00_02,Initial Site Number=1090 or alias of =1090//site comments:Stream Survey Site,12/27/2021
17007,Roaring Brook,Parallel to Rte 82 Bridge,41.4397,-72.4778,HADDAM,4009,4009.0,Initial Site Number=1098 or alias of =IFD 1098//site comments:Stream Survey Site 1989; same as old site 5568 Roaring Brook 10/9/2012 ABM benthic macroinvertebrate sample,12/21/2021
17008,Roaring Brook,10 M DS Pond at #462 Mountain Rd,41.9844,-73.2394,NORFOLK,6100,6100-07_XX,Initial Site Number=4148 or alias of =4148//site comments:Stream Survey Site,12/21/2021
17009,Roaring Brook,75 M below village hill rd to 75 M above bridge,41.9047,-72.2825,WILLINGTON,3104,Needs,Initial Site Number=6069 or alias of =6069//site comments:Stream Survey Site,12/21/2021
17010,Roaring Brook,DS of satori rd,42,-72.2108,UNION,3104,Needs,Initial Site Number=6072 or alias of =6072//site comments:Stream Survey Site,12/21/2021
17011,Robbins Brook,DS of Quadduck Farm rd dam at 45 meters,41.9822,-71.8069,THOMPSON,3400,Needs,Initial Site Number=6146 or alias of =6146//site comments:Stream Survey Site,12/21/2021
17012,Rockwood Lake outflow; downstream of Rte 15,Below Rte 15,41.0886,-73.6272,GREENWICH,7408,CT7408-02_01,Initial Site Number=2095 or alias of =2095//site comments:Stream Survey Site,10/5/2021
17013,Rose Brook,In Rose Hill WMA 200 M US rose hill rd,41.4797,-72.0119,LEDYARD,3002,Needs,Initial Site Number=5106 or alias of =5106//site comments:Stream Survey Site,10/5/2021
17014,Ruby Brook,100 M US of southern most crossing,41.9239,-72.2539,WILLINGTON,3104,Needs,Initial Site Number=6110 or alias of =6110//site comments:Stream Survey Site,12/21/2021
17015,Safstrom Brook,US of Wood Bridge off Wopowag Rd.,41.5281,-72.4794,EAST HAMPTON,4700,Needs,Initial Site Number=1069 or alias of =1069//site comments:Stream Survey Site,12/21/2021
17016,Salmon Brook,US of Keeney Cove,41.7144,-72.6194,GLASTONBURY,4000,Needs,Initial Site Number=1089 or alias of =1089//site comments:Stream Survey Site,12/21/2021
17017,Salmon Creek (Salmon Kill),US bridge at Salmon Kill Farm,41.9489,-73.3894,SALISBURY,6007,Needs,Initial Site Number=4010 or alias of =4010//site comments:Stream Survey Site,12/21/2021
17018,Salmon Creek (Salmon Kill),50 M US mouth,41.9336,-73.3667,SALISBURY,6007,CT6007-00_01,Initial Site Number=4011 or alias of =4011//site comments:Stream Survey Site,12/21/2021
17019,Salmon River,DS Day Meadow Bridge,41.566601,-72.437254,COLCHESTER,4700,CT4700-00_01,Initial Site Number=1022 or alias of =1022//site comments:Stream Survey Site,12/21/2021
17020,Salmon River,TBD,41.5606,-72.4403,COLCHESTER,4700,Needs,Initial Site Number=4214 or alias of =4214//site comments:Stream Survey Site,12/21/2021
17021,Salmon River,TBD,41.5669,-72.4381,COLCHESTER,4700,Needs,Initial Site Number=4215 or alias of =4215//site comments:Stream Survey Site,12/21/2021
